"id","level","prompt","correct","distractor1","distractor2","distractor3"
"politics-l2-230","2","Hvem var første demokratisk valgte president i Sør-Afrika?","Nelson Mandela","Frederik de Klerk","Thabo Mbeki","Desmond Tutu"
"politics-l2-231","2","Hvilken norsk politiker var statsminister fra 2013 til 2021?","Erna Solberg","Jens Stoltenberg","Jonas Gahr Støre","Jan Erik Solerud"
"politics-l2-232","2","Hvem var USAs president under Den andre verdenskrig?","Franklin D. Roosevelt","Harry Truman","Dwight Eisenhower","Theodore Roosevelt"
"politics-l2-233","2","Hvilken britisk statsminister er kjent for sitt arbeid under Den andre verdenskrig?","Winston Churchill","Clement Attlee","Stanley Baldwin","Neville Chamberlain"
"politics-l2-234","2","Hvem var den første presidenten i Sør-Afrika etter apartheid-systemet endte?","Nelson Mandela","Thabo Mbeki","Frederik de Klerk","Jacob Zuma"
"politics-l2-235","2","Hvilken russisk leder var kjent som grunnleggeren av Sovjetunionen?","Vladimir Lenin","Josef Stalin","Nikita Khrusjtsjov","Mikhail Gorbatsjov"
"politics-l2-236","2","Hvilken tysk leder var ansvarlig for Holocaust under Den andre verdenskrig?","Adolf Hitler","Hermann Göring","Joseph Goebbels","Heinrich Himmler"
"politics-l2-237","2","Hvem var Norges første kvinnelige statsminister?","Gro Harlem Brundtland","Erna Solberg","Kristin Halvorsen","Audun Lysbakken"
"politics-l2-238","2","Hvilken amerikansk president ble drept under sitt presidentskap i 1963?","John F. Kennedy","Lyndon B. Johnson","Richard Nixon","Gerald Ford"
"politics-l2-239","2","Hvem er grundleggeren av Kina under kommunistisk styre?","Mao Zedong","Deng Xiaoping","Jiang Zemin","Xi Jinping"
"politics-l2-240","2","Hvilken indisk leder er kjent som 'Indias far' og arbeidet for uavhengighet?","Mahatma Gandhi","Jawaharlal Nehru","Sardar Vallabhbhai Patel","Bal Gangadhar Tilak"
"politics-l2-241","2","Hvem var den første sorte presidenten i USA?","Barack Obama","Joe Biden","Donald Trump","George W. Bush"
"politics-l2-242","2","Hvilken kubansk leder styrte landet fra 1959 til 2008?","Fidel Castro","Raúl Castro","Fulgencio Batista","Miguel Díaz-Canel"
"politics-l2-243","2","Hvem var den siste sovjetiske leder før Sovjetunionen oppløste seg?","Mikhail Gorbatsjov","Boris Yeltsin","Leonid Brezhnev","Yuri Andropov"
"politics-l2-244","2","Hvilken fransk general og politiker grunnla Det femte republikk?","Charles de Gaulle","Georges Clemenceau","Raymond Poincaré","Paul Reynaud"
"politics-l2-245","2","Hvilken norsk politiker grunnla arbeiderpartiet?","Ole Langen","Gro Harlem Brundtland","Einar Gerhardsen","Trygve Bratteli"
"politics-l2-246","2","Hvem var tysk forbundskansler under gjenforeningen av Tyskland?","Helmut Kohl","Helmut Schmidt","Willy Brandt","Konrad Adenauer"
"politics-l2-247","2","Hvilken amerikansk president kjent for New Deal-politikken under Den store depresjonen?","Franklin D. Roosevelt","Herbert Hoover","Calvin Coolidge","Warren G. Harding"
"politics-l2-248","2","Hvem var den første presidenten i Det sørafrikanske Unionen?","Louis Botha","Jan Smuts","Paul Kruger","Stephanus Johannes Paulus Kruger"
"politics-l2-249","2","Hvilken israelsk statsminister arbeidet for statens uavhengighet i 1948?","David Ben-Gurion","Menachem Begin","Golda Meir","Levi Eshkol"
"politics-l2-250","2","Hvem var USAs president under Den første verdenskrig?","Woodrow Wilson","Theodore Roosevelt","William McKinley","Warren G. Harding"
"politics-l2-251","2","Hvilken italiensk leder styrte landet som diktator fra 1922 til 1943?","Benito Mussolini","Victor Emmanuel III","Alessandro Pertini","Francesco Crispi"
"politics-l2-252","2","Hvem var den første presidenten i Indonesia?","Sukarno","Suharto","Abdurrahman Wahid","Megawati Sukarnoputri"
"politics-l2-253","2","Hvilken kinesisk leder fulgte etter Mao Zedong?","Deng Xiaoping","Jiang Zemin","Hu Jintao","Hua Guofeng"
"politics-l2-254","2","Hvem var Norges statsminister fra 1945 til 1951?","Einar Gerhardsen","Fridtjov Frank","Trygve Bratteli","Lars Oftedal"
"politics-l2-255","2","Hvilken brasileiro leder var kjent som 'Fører' og styrte under diktatur?","Getúlio Vargas","Juscelino Kubitschek","Humberto Castelo Branco","Emílio Médici"
"politics-l2-256","2","Hvem var USAs første kvinnelige sekretar av utenrikssaker?","Madeleine Albright","Condoleezza Rice","Hillary Clinton","Antony Blinken"
"politics-l2-257","2","Hvilken engelsk konge abdiserte i 1936?","Edward VIII","George VI","George V","Edward VII"
"politics-l2-258","2","Hvem var Norges første arbeiderpartiminister?","Christopher Hornsrud","Einar Gerhardsen","Fridtjov Frank","Johan Nygaardsvold"
"politics-l2-259","2","Hvilken japansk leder styrte landet under Den andre verdenskrig?","Hideki Tojo","Isoroku Yamamoto","Hirohito","Nobusuke Kishi"
"politics-l2-260","2","Hvem var den første presidenten i USA som ble fjernet fra kontor?","Andrew Johnson","Richard Nixon","Bill Clinton","Warren G. Harding"
"politics-l2-261","2","Hvilken australsk statsminister styrte landet under Den andre verdenskrig?","John Curtin","Billy Hughes","Ben Chifley","Robert Menzies"
"politics-l2-262","2","Hvem var den første kvinnelige presidenten i Argentina?","Cristina Fernández de Kirchner","Néstor Kirchner","Mauricio Macri","Carlos Menem"
"politics-l2-263","2","Hvilken sudansk leder styrte landet som diktator fra 1989?","Omar al-Bashir","Jaafar Nimeiry","Abdel Fattah el-Sisi","Ismail al-Azhari"
"politics-l2-264","2","Hvem var Norges statsminister fra 1971 til 1972 og fra 1973 til 1976?","Trygve Bratteli","Einar Gerhardsen","Odvar Nordli","Lars Oftedal"
"politics-l2-265","2","Hvilken egyptisk leder signerte fredsavtale med Israel i 1978?","Anwar Sadat","Gamal Abdel Nasser","Hosni Mubarak","Muhammad Morsi"
"politics-l2-266","2","Hvem var den første presidenten i Mexico etter revolusjonen?","Venustiano Carranza","Emilio Zapata","Pancho Villa","Francisco I. Madero"
"politics-l2-267","2","Hvilken norsk politiker arbeidet som Norges ambassadør i USA?","Jens Stoltenberg","Jonas Gahr Støre","Erna Solberg","Kjell Magne Bondevik"
"politics-l2-268","2","Hvilken norsk politiker var statsminister i lengst tid?","Einar Gerhardsen","Jens Bratlie","Ole Michelet","Johan Ludwig Mowinckel"
"politics-l2-269","2","Hvor mange kommune er det omtrent i Norge per 2024?","356","489","267","412"
"politics-l2-270","2","Hvor mange fylker hadde Norge før 2020-reformasjonen?","19","15","21","18"
"politics-l2-271","2","Hvilken kvinne var Norges første kvinnelige statsminister?","Gro Harlem Brundtland","Erna Solberg","Kirsten Klever","Karin Sletnes"
"politics-l2-272","2","Hvor mange år varte Norge under dansk-norsk union?","430","350","500","400"
"politics-l2-273","2","I hvilket år oppnådde Norge sin uavhengighet fra Sverige?","1905","1814","1900","1911"
"politics-l2-274","2","Hvor mange år har Norge hatt monarkiet som styreform?","Over 1000","Over 800","Over 500","Over 600"
"politics-l2-275","2","Hvilken norsk politiker var statsminister flest ganger?","Johan Ludwig Mowinckel","Einar Gerhardsen","Jens Bratlie","Christopher Hornsrud"
"politics-l2-276","2","Hvor mange ganger har Norge holdt parlamentsvalg siden 1945?","19","17","21","15"
"politics-l2-277","2","I hvilket år ble kvinners fulle stemmerett oppnådd i Norge?","1913","1901","1919","1923"
"politics-l2-278","2","Hvor mange fylker har Norge etter 2020-reformasjonen?","11","12","10","13"
"politics-l2-279","2","Hvilken norsk statsminister hadde den korteste perioden i stillingen?","Jens Bratlie","Christopher Hornsrud","Ole Michelet","Fredrik Stang"
"politics-l2-280","2","Hvor mange stortingsperioder varer hver for seg?","4 år","3 år","5 år","6 år"
"politics-l2-281","2","Hvor mange dager må minst gå mellom Stortingsvalget og at de nye representantene trer inn?","40","30","60","50"
"politics-l2-282","2","I hvilket år fikk menn som ikke eide eiendom stemmerett i Norge?","1898","1890","1905","1910"
"politics-l2-283","2","Hvor mange fylkesordførere finnes det i Norge etter 2020-reformen?","11","19","15","13"
"politics-l2-284","2","Hvilken norsk politiker var som første en kvinnelig statsminister?","Gro Harlem Brundtland","Erna Solberg","Kristin Halvorsen","Audun Lysbakken"
"politics-l2-285","2","Hvor mange år varte unionen mellom Norge og Sverige?","91","100","85","110"
"politics-l2-286","2","I hvilket år ble det første direktevalget til fylkesting gjennomført i Norge?","1975","1972","1980","1970"
"politics-l2-287","2","Hvor mange kommuner hadde Norge i 1945?","Rundt 730","Rundt 600","Rundt 500","Rundt 800"
"politics-l2-288","2","Hvilken politiker ble Norges første arbeiderpartistatistminister?","Christopher Hornsrud","Einar Gerhardsen","Johan Ludwig Mowinckel","Gunnar Knudsen"
"politics-l2-289","2","Hvor mange kvinnelige statsministre har Norge hatt til nå?","2","1","3","4"
"politics-l2-290","2","I hvilket år ble det første alminnelige mannstemmerett innført i Norge?","1898","1885","1905","1890"
"politics-l2-291","2","Hvor mange ministre har Norge vanligvis i sitt kabinett?","19-20","15-18","22-25","25-30"
"politics-l2-292","2","Hvilken norsk statsminister hadde lengst kontinuerlig periode?","Einar Gerhardsen","Jens Bratlie","Johan Ludwig Mowinckel","Gunnar Knudsen"
"politics-l2-293","2","Hvor mange år varte Norge under dansk styre?","Rundt 430","Rundt 350","Rundt 500","Rundt 400"
"politics-l2-294","2","I hvilket år ble Norge medlem av NATO?","1949","1945","1950","1948"
"politics-l2-295","2","Hvor mange ganger har Norge søkt medlemskap i EU?","2","1","3","4"
"politics-l2-296","2","Hvilken norsk politiker har vunnet Nobels fredspris?","Fridtjof Nansen","Einar Gerhardsen","Johan Ludwig Mowinckel","Gunnar Knudsen"
"politics-l2-297","2","Hvor mange år siden ble kvinners fulle politiske rettigheter oppnådd i Norge?","Rundt 110","Rundt 100","Rundt 120","Rundt 90"
"politics-l2-298","2","I hvilket år ble det første norske grunnloven vedtatt?","1814","1811","1820","1809"
"politics-l2-299","2","Hvor mange seksjoner har Stortinget?","1","2","3","4"
"politics-l2-300","2","Hvilken kvinne var første gang medlem av norsk statsråd?","Kirsten Klever","Gro Harlem Brundtland","Erna Solberg","Karin Sletnes"
"politics-l2-301","2","Hvor mange år har Norge vært uavhengig stat etter 1905?","Rundt 119","Rundt 110","Rundt 100","Rundt 130"
"politics-l2-302","2","I hvilket år ble det første direkte Stortingsvalget gjennomført?","1884","1880","1890","1876"
"politics-l2-303","2","Hvor mange personer har vært statsminister av Norge siden 1814?","Rundt 32-35","Rundt 25-28","Rundt 40-45","Rundt 20-24"
"politics-l2-304","2","I hvilket år ble Norge delt fra Danmark?","1814","1811","1820","1809"
"politics-l3-305","3","Hvor mange år varer en vanlig stortingsperiode i Norge?","4 år","3 år","5 år","6 år"
"politics-l3-306","3","Hvor mange representanter sitter i Stortinget?","169","150","200","120"
"politics-l3-307","3","I hvilket år fikk kvinner stemmerett på nasjonalt nivå i Norge?","1913","1920","1945","1910"
"politics-l3-308","3","Hvor mange partier er representert på Stortinget etter valget i 2021?","8","6","10","7"
"politics-l3-309","3","Hva heter Norges grunnlov?","Grunnloven","Nasjonalloven","Konstitusjonsloven","Statsloven"
"politics-l3-310","3","I hvilket år ble Grunnloven vedtatt?","1814","1800","1815","1825"
"politics-l3-311","3","Hvem er konge av Norge per 2024?","Harald V","Haakon VII","Carl XVI Gustaf","Frederik X"
"politics-l3-312","3","Hvor mange fylker hadde Norge før fylkesreformen i 2020?","19","20","18","16"
"politics-l3-313","3","Hvor mange fylker har Norge etter fylkesreformen i 2020?","11","12","10","13"
"politics-l3-314","3","Hva er det laveste alderskravet for å stemme i Norske valg?","18 år","16 år","17 år","20 år"
"politics-l3-315","3","Hvor mange medlemmer har EU's Europaparlament omtrent?","705","500","650","800"
"politics-l3-316","3","I hvilket år fikk USA kvinnestemmerett på nasjonalt nivå?","1920","1918","1925","1915"
"politics-l3-317","3","Hva heter den russiske nasjonalforsamlingen?","Duma","Senat","Rada","Riksdag"
"politics-l3-318","3","Hvor mange medlemmer har Sveriges Riksdag?","349","300","400","330"
"politics-l3-319","3","Hva kalles medlemmene av det britiske Underhuset?","MPs","Lords","Senators","Deputies"
"politics-l3-320","3","I hvilket år ble FN grunnlagt?","1945","1944","1946","1947"
"politics-l3-321","3","Hvor mange medlemmer hadde EU før Brexit i 2020?","28","27","29","26"
"politics-l3-322","3","I hvilket år tok Storbritannia ut av EU?","2020","2019","2021","2018"
"politics-l3-323","3","Hva heter det tyske parlamentet?","Bundestag","Bundesrat","Reichstag","Landtag"
"politics-l3-324","3","Hvor mange land var medlemmer av NATO ved starten i 1949?","12","10","15","8"
"politics-l3-325","3","Hva heter Frankrikes nasjonalforsamling?","Assemblée Nationale","Chambre des Députés","Senat","Parlement"
"politics-l3-326","3","I hvilket år introduserte USA systemet med presidentvalg hver fjerde år?","1788","1776","1800","1792"
"politics-l3-327","3","Hvor mange år kan en amerikansk president sitte på rad?","8","4","10","6"
"politics-l3-328","3","Hva kalles det amerikanske Senatet medlemmer for?","Senators","Representatives","Congressmen","Delegates"
"politics-l3-329","3","Hvor mange medlemmer har det amerikanske Senatet?","100","150","50","90"
"politics-l3-330","3","Hva kalles det indiske parlamentet?","Lok Sabha","Rajya Sabha","Vidhan Sabha","Panchayat"
"politics-l3-331","3","Hvor mange befolkningskategorier brukte det australske politiske systemet opprinnelig?","2","3","1","4"
"politics-l3-332","3","I hvilket år ble menneskerettighetsdeklarasjonen vedtatt av FN?","1948","1945","1950","1947"
"politics-l3-333","3","Hva heter Japans nasjonalforsamling?","Diæt","Shugiin","Kokkai","Seimin"
"politics-l3-334","3","Hvor mange kamre har det italienske parlamentet?","2","1","3","4"
"politics-l3-335","3","I hvilket år ble kvinnestemmerett innført i Danmark?","1915","1918","1920","1912"
"politics-l3-336","3","Hva kalles medlemmene av det norske Stortinget?","Stortingsrepresentanter","Senatorer","Parlamentsmedlemmer","Riksdagsmedlemmer"
"politics-l3-337","3","Hvor mange år må en person vente mellom to samme presidentperioder i Frankrike?","1 år","2 år","Umiddelbar gjenvalg er mulig","5 år"
"politics-l3-338","3","I hvilket år ble Norges første kvinnelige statsminister valgt?","1981","1975","1985","1980"
"politics-l3-339","3","Hva heter Canadas parlament?","Parliament of Canada","House of Lords","National Assembly","Federal Congress"
"politics-l3-340","3","Hvor mange medlemmer hadde det først amerikanske Huset da grunnloven ble vedtatt?","65","100","50","75"
"politics-l3-341","3","I hvilket år ble USA uavhengig fra Storbritannia?","1776","1775","1783","1787"
"politics-l3-342","3","I hvilket år fant den franske revolusjonen sted?","1789","1785","1792","1801"
"politics-l3-343","3","Hvem var Napoleon Bonaparte?","En fransk militærfører og keiser","En russisk general","En italiensk kunstner","En engelsk admiral"
"politics-l3-344","3","Hvem var Otto von Bismarck?","Tysk statsminister som enga Tyskland","Fransk revolusjonær leder","Østerriksk emperador","Russisk general"
"politics-l3-345","3","Hvem var Winston Churchill?","Britisk statsminister under andre verdenskrig","Amerikansk president","Fransk general","Tysk politiker"
"politics-l3-346","3","I hvilket år ble Norge uavhengig fra Sverige?","1905","1903","1907","1901"
"politics-l3-347","3","Hvem var Karl Marx?","En filosofi- og økonom som grunnla marxismen","En tysk militær leder","En russisk tsar","En fransk kunstner"
"politics-l3-348","3","I hvilket år fant Oktoberrevolusjonen i Russland sted?","1917","1915","1919","1920"
"politics-l3-349","3","Hvem var Lenin?","Russisk revolusjonær leder og grunnlegger av Sovjet","Tysk politiker","Fransk general","Italiensk diktator"
"politics-l3-350","3","Hvem var Adolf Hitler?","Tysk diktator og leder av Nazi-Tyskland","Italiensk diktator","Russisk leder","Japansk emperador"
"politics-l3-351","3","Hvem var Einar Gerhardsen?","Norsk statsminister og grunnlegger av velferdsstaten","Svensk konge","Dansk statsminister","Finsk president"
